240000	0.03153368202096317
280000	0.00016280502414447255
320000	0.00014787920324815787
360000	9.585536720933306e-05
400000	6.73186541747782e-05
440000	5.5183183367080346e-05
480000	4.8214546241979407e-05
520000	4.546398725387917e-05
560000	4.538745273312088e-05
600000	4.39608837365995e-05
640000	4.0811305150964474e-05
680000	3.9230981052332934e-05
720000	4.026698278767071e-05
760000	4.0373039521909957e-05
800000	4.259625715239963e-05
840000	4.090060590815483e-05
880000	3.95303185654484e-05
920000	3.8150016419240275e-05
960000	3.8273957568162585e-05
1000000	3.7089039407328526e-05
1040000	3.47066527700008e-05
1080000	3.5647539560159206e-05
1120000	3.395543585984342e-05
1160000	3.5946614877957474e-05
1200000	3.506247849882129e-05
1240000	3.4172162513641525e-05
1280000	3.477428930236783e-05
1320000	3.333503508365539e-05
1360000	3.39925845720245e-05
1400000	3.513048128952505e-05
1440000	3.5710233647478164e-05
1480000	3.567787768315611e-05
1520000	3.399006612762605e-05
1560000	3.355674698814255e-05
1600000	3.2009466274030276e-05
1640000	3.2835448895639274e-05
1680000	3.0883764262944166e-05
1720000	2.854545923828482e-05
1760000	2.9200479717928828e-05
1800000	2.9707267149115067e-05
1840000	2.988898588282609e-05
1880000	2.8467134758648173e-05
1920000	2.9165211961753812e-05
1960000	2.826448603964309e-05
2000000	2.814070822942085e-05
2040000	2.8007326711576753e-05
2080000	2.7766326365963322e-05
2120000	2.725832361502398e-05
2160000	2.8673884753879973e-05
2200000	2.7310503930220877e-05
2240000	2.7461953631609504e-05
2280000	2.8974452043803466e-05
2320000	2.8286073702838622e-05
2360000	2.7306327366659387e-05
2400000	2.6798901480924543e-05
2440000	2.4030911963018298e-05
2480000	2.481920387926948e-05
2520000	2.50823777201731e-05
2560000	2.3288535000483535e-05
2600000	2.465367598733792e-05
2640000	2.406235074340657e-05
2680000	2.385183624437559e-05
2720000	2.412031129188108e-05
2760000	2.4619179449928196e-05
2800000	2.418929924533586e-05
2840000	2.4023093134155715e-05
2880000	2.4789002970010186e-05
2920000	2.4060496007314214e-05
2960000	2.3838259472358914e-05
3000000	2.4331236263788015e-05
3040000	2.3517970479451835e-05
3080000	2.2843908569029736e-05
3120000	2.2847619991625835e-05
3160000	2.358427588133054e-05
3200000	2.3988851534886635e-05
3240000	2.2390008482761915e-05
3280000	2.22925422111075e-05
3320000	2.240738326418068e-05
3360000	2.2217983882546833e-05
3400000	2.2330726492145913e-05
3440000	2.255189186548705e-05
3480000	2.22277323079652e-05
3520000	2.186084564873454e-05
3560000	2.0442929693399493e-05
3600000	2.1162060417009342e-05
3640000	2.0238727597461547e-05
3680000	2.0090867102317132e-05
3720000	1.9652068109189713e-05
3760000	1.8727841754707697e-05
3800000	1.887695459522547e-05
3840000	1.883166968482328e-05
3880000	1.9072017567623334e-05
3920000	1.7673179022403928e-05
3960000	1.8392015203016854e-05
4000000	1.8054547756491956e-05
4040000	1.8218757907561666e-05
4080000	1.8024300071283504e-05
4120000	1.744476886856319e-05
4160000	1.7760210769802144e-05
