43156	100.0
43160	100.0
43164	0.0
43168	0.0
86208	0.0
86216	100.0
86228	0.0
86236	100.0
129264	0.0
129332	100.0
129336	100.0
129372	100.0
172352	0.0
172360	100.0
172388	100.0
172412	-44.0
215452	-1000.0
215456	0.0
215464	100.0
215508	100.0
258524	-432.0
258528	0.0
258552	0.0
258644	-63.0
301580	100.0
301592	100.0
301600	0.0
301668	100.0
344588	100.0
344648	0.0
344688	100.0
344692	-741.0
387596	0.0
387760	100.0
387784	100.0
387796	0.0
430700	100.0
430816	100.0
430820	100.0
430904	100.0
473724	-900.0
473840	-1000.0
473892	100.0
473976	0.0
516764	0.0
516916	100.0
516928	0.0
516984	-1000.0
559772	-1000.0
559956	100.0
560032	0.0
560104	-1000.0
602860	0.0
603060	0.0
603168	-1000.0
603192	-190.0
645964	0.0
646164	100.0
646224	100.0
646232	0.0
689036	100.0
689236	0.0
689288	100.0
689328	100.0
732108	100.0
732340	0.0
732408	100.0
732448	100.0
775180	-900.0
775412	-915.0
775528	-1000.0
775568	-1000.0
818236	-1000.0
818516	-1000.0
818576	-900.0
818648	-1000.0
861260	-1000.0
861620	-1000.0
861648	-1000.0
861736	-1000.0
904284	-422.0
904724	-1000.0
904736	-1000.0
904760	-388.0
947308	-1000.0
947748	-389.0
947760	100.0
947784	100.0
990412	-1000.0
990772	-649.0
990872	-1000.0
990880	-1000.0
1033468	-1000.0
1033828	-1000.0
1033984	100.0
1034008	100.0
1076476	-900.0
1076884	-1000.0
1077008	-900.0
1077064	-1000.0
1119516	100.0
1119956	100.0
1120112	100.0
1120152	100.0
1162588	100.0
1163076	100.0
1163152	100.0
1163224	100.0
1205596	-272.0
1206160	100.0
1206164	100.0
1206280	100.0
1248716	-358.0
1249248	-795.0
1249300	-228.0
1249400	-496.0
1291724	-108.0
1292352	-848.0
1292424	-62.0
1292436	-1000.0
1334780	-1000.0
1335392	-752.0
1335492	-1000.0
1335544	-900.0
1377916	-1000.0
1378512	100.0
1378596	-828.0
1378680	-900.0
1420956	100.0
1421584	100.0
1421684	100.0
1421736	100.0
1464060	100.0
1464672	100.0
1464708	100.0
1464760	100.0
1507084	100.0
1507712	100.0
1507764	100.0
1507848	100.0
1550204	-1000.0
1550816	100.0
1550820	-1000.0
1550904	100.0
1593308	100.0
1593856	100.0
1593924	100.0
1594024	100.0
1636428	100.0
1636912	100.0
1636996	100.0
1637048	100.0
1679500	100.0
1679952	0.0
1680084	0.0
1680088	0.0
1722524	100.0
1723008	100.0
1723172	100.0
1723208	100.0
1765580	0.0
1766032	100.0
1766212	100.0
1766328	100.0
1808636	100.0
1809088	0.0
1809252	100.0
1809352	0.0
1851708	0.0
1852208	100.0
1852276	100.0
1852424	100.0
1894780	100.0
1895328	100.0
1895380	100.0
